outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O00241,denim jacket,jeans,boots,white,black,green,tailored,tailored,regular,casual,0.36,0.44,0.56,0.44,bad
O00242,flannel,trousers,boots,brown,beige,red,baggy,baggy,oversized,business,0.88,0.53,0.48,0.66,average
O00243,navy blazer,cargo pants,loafers,brown,gray,white,oversized,tailored,tailored,minimal,0.64,0.71,0.74,0.69,average
O00244,tank top,skirt,oxfords,blue,blue,blue,tailored,slim,oversized,business,0.93,0.74,0.56,0.76,good
O00245,white tee,track pants,loafers,black,black,brown,regular,slim,tailored,sport,0.65,0.55,0.79,0.66,average
O00246,flannel,skirt,heels,black,white,gray,regular,oversized,slim,minimal,0.34,0.6,0.56,0.48,bad
O00247,graphic tee,skirt,heels,white,navy,brown,oversized,regular,baggy,sport,0.64,0.75,0.46,0.62,average
O00248,turtleneck,shorts,boots,red,brown,green,baggy,tailored,regular,casual,0.49,0.48,0.78,0.57,average
O00249,denim jacket,trousers,loafers,black,green,brown,baggy,slim,tailored,casual,0.52,0.83,0.86,0.71,average
O00250,black hoodie,trousers,loafers,beige,brown,green,oversized,slim,regular,casual,0.5,0.91,0.64,0.67,average
O00251,graphic tee,skirt,sneakers,gray,gray,green,tailored,slim,baggy,streetwear,0.38,0.67,0.76,0.58,average
O00252,navy blazer,shorts,oxfords,black,blue,gray,oversized,baggy,oversized,business,0.83,0.7,0.95,0.83,good
O00253,white tee,skirt,sneakers,beige,red,white,slim,regular,tailored,streetwear,0.42,0.48,0.59,0.49,bad
O00254,linen shirt,shorts,heels,gray,green,navy,slim,tailored,regular,business,0.37,0.88,0.88,0.68,average
O00255,sweater,chinos,oxfords,brown,blue,beige,tailored,regular,regular,casual,0.84,0.47,0.64,0.67,average
O00256,navy blazer,jeans,sandals,beige,navy,white,regular,baggy,regular,business,0.55,0.85,0.89,0.74,good
O00257,turtleneck,shorts,sandals,blue,black,blue,slim,tailored,regular,sport,0.75,0.84,0.52,0.71,average
O00258,sweater,skirt,loafers,blue,beige,blue,slim,baggy,regular,business,0.94,0.84,0.63,0.82,good
O00259,sweater,shorts,sandals,black,brown,beige,slim,baggy,slim,streetwear,0.83,0.51,0.79,0.72,average
O00260,denim jacket,jeans,boots,blue,gray,navy,regular,regular,tailored,sport,0.81,0.72,0.73,0.76,good
O00261,black hoodie,skirt,oxfords,black,brown,red,slim,baggy,baggy,sport,0.64,0.67,0.62,0.64,average
O00262,black hoodie,shorts,loafers,white,beige,white,regular,baggy,regular,sport,0.58,0.6,0.74,0.63,average
O00263,denim jacket,track pants,oxfords,brown,beige,black,oversized,tailored,oversized,casual,0.91,0.9,0.55,0.8,good
O00264,polo,skirt,boots,black,black,beige,slim,oversized,slim,business,0.65,0.72,0.4,0.6,average
O00265,sweater,track pants,loafers,brown,gray,beige,regular,slim,oversized,casual,0.82,0.65,0.6,0.7,average
O00266,black hoodie,shorts,sandals,beige,black,green,baggy,baggy,baggy,business,0.88,0.54,0.78,0.75,good
O00267,navy blazer,skirt,boots,green,black,navy,slim,baggy,baggy,minimal,0.35,0.73,0.86,0.62,average
O00268,navy blazer,jeans,boots,green,gray,black,oversized,regular,oversized,sport,0.89,0.62,0.81,0.79,good
O00269,black hoodie,track pants,loafers,blue,brown,navy,slim,baggy,slim,business,0.75,0.92,0.42,0.7,average
O00270,white tee,cargo pants,oxfords,white,navy,red,regular,tailored,regular,business,0.38,0.72,0.85,0.62,average
O00271,navy blazer,skirt,sneakers,beige,red,black,tailored,oversized,slim,sport,0.87,0.75,0.57,0.74,good
O00272,white tee,cargo pants,boots,white,brown,beige,slim,oversized,regular,minimal,0.56,0.88,0.81,0.73,good
O00273,sweater,cargo pants,sandals,gray,blue,green,oversized,tailored,baggy,sport,0.89,0.77,0.88,0.85,good
O00274,denim jacket,jeans,heels,navy,blue,red,tailored,tailored,oversized,business,0.48,0.85,0.5,0.6,average
O00275,flannel,jeans,sneakers,green,green,navy,oversized,oversized,baggy,business,0.52,0.8,0.59,0.62,average
O00276,denim jacket,trousers,oxfords,navy,red,gray,oversized,tailored,oversized,streetwear,0.76,0.49,0.76,0.68,average
O00277,white tee,trousers,sneakers,green,navy,beige,baggy,baggy,slim,casual,0.3,0.78,0.77,0.58,average
O00278,denim jacket,cargo pants,sneakers,gray,brown,blue,oversized,baggy,tailored,sport,0.59,0.59,0.81,0.66,average
O00279,denim jacket,chinos,boots,red,gray,green,baggy,oversized,tailored,business,0.64,0.71,0.46,0.61,average
O00280,black hoodie,cargo pants,loafers,green,beige,brown,slim,regular,regular,business,0.57,0.55,0.86,0.65,average
O00281,denim jacket,jeans,oxfords,red,white,white,oversized,baggy,slim,business,0.45,0.91,0.65,0.65,average
O00282,graphic tee,chinos,sandals,beige,black,beige,tailored,tailored,slim,business,0.83,0.44,0.42,0.59,average
O00283,white tee,track pants,sandals,brown,white,white,baggy,baggy,slim,business,0.66,0.6,0.93,0.72,average
O00284,flannel,shorts,oxfords,navy,white,red,regular,oversized,regular,sport,0.81,0.52,0.57,0.65,average
O00285,white tee,chinos,oxfords,brown,beige,navy,regular,tailored,regular,sport,0.5,0.86,0.61,0.64,average
O00286,white tee,jeans,sandals,gray,black,navy,regular,tailored,regular,streetwear,0.75,0.63,0.79,0.73,good
O00287,linen shirt,shorts,heels,green,blue,black,tailored,baggy,baggy,business,0.36,0.53,0.62,0.49,bad
O00288,navy blazer,cargo pants,heels,gray,beige,red,baggy,baggy,baggy,streetwear,0.85,0.92,0.64,0.81,good
O00289,black hoodie,shorts,sandals,red,navy,beige,oversized,slim,baggy,casual,0.57,0.5,0.88,0.64,average
O00290,denim jacket,track pants,boots,red,white,green,regular,tailored,tailored,casual,0.59,0.52,0.49,0.54,bad
O00291,graphic tee,cargo pants,oxfords,black,gray,black,regular,slim,slim,minimal,0.52,0.75,0.49,0.58,average
O00292,white tee,jeans,oxfords,red,blue,blue,tailored,oversized,oversized,sport,0.54,0.78,0.85,0.71,average
O00293,flannel,skirt,loafers,white,gray,black,regular,regular,tailored,streetwear,0.65,0.83,0.69,0.72,average
O00294,turtleneck,trousers,heels,green,green,green,oversized,oversized,slim,sport,0.78,0.82,0.74,0.78,good
O00295,flannel,chinos,sneakers,beige,beige,red,oversized,oversized,regular,minimal,0.88,0.75,0.89,0.84,good
O00296,denim jacket,cargo pants,heels,beige,gray,gray,slim,slim,tailored,sport,0.48,0.64,0.46,0.52,bad
O00297,polo,cargo pants,boots,white,beige,beige,oversized,baggy,tailored,casual,0.39,0.57,0.68,0.53,bad
O00298,white tee,shorts,sneakers,brown,beige,red,regular,tailored,tailored,streetwear,0.59,0.56,0.59,0.58,average
O00299,sweater,jeans,sandals,gray,navy,green,slim,oversized,tailored,sport,0.55,0.84,0.46,0.61,average
O00300,polo,trousers,boots,navy,beige,blue,oversized,baggy,oversized,business,0.55,0.93,0.55,0.66,average
O00301,turtleneck,cargo pants,sneakers,brown,white,green,tailored,baggy,slim,minimal,0.67,0.41,0.7,0.6,average
O00302,flannel,track pants,sandals,gray,blue,red,oversized,regular,baggy,minimal,0.73,0.8,0.92,0.81,good
O00303,sweater,trousers,sneakers,blue,brown,black,regular,baggy,slim,casual,0.75,0.41,0.67,0.62,average
O00304,navy blazer,trousers,oxfords,navy,navy,red,tailored,baggy,baggy,sport,0.55,0.54,0.81,0.62,average
O00305,tank top,shorts,sandals,green,navy,red,oversized,tailored,baggy,streetwear,0.45,0.68,0.41,0.51,bad
O00306,linen shirt,chinos,sneakers,red,green,beige,tailored,regular,slim,streetwear,0.66,0.89,0.41,0.65,average
O00307,sweater,jeans,sandals,blue,blue,red,tailored,regular,regular,business,0.66,0.94,0.41,0.67,average
O00308,graphic tee,cargo pants,sneakers,gray,green,red,tailored,oversized,regular,sport,0.76,0.48,0.81,0.69,average
O00309,graphic tee,jeans,oxfords,blue,green,white,slim,tailored,baggy,business,0.52,0.51,0.54,0.52,bad
O00310,denim jacket,cargo pants,loafers,white,brown,brown,slim,tailored,regular,business,0.64,0.58,0.9,0.7,average
O00311,flannel,skirt,sandals,brown,blue,black,oversized,regular,baggy,sport,0.78,0.43,0.85,0.7,average
O00312,linen shirt,chinos,sneakers,green,black,brown,tailored,regular,regular,business,0.79,0.9,0.52,0.74,good
O00313,flannel,track pants,sandals,beige,brown,green,baggy,baggy,tailored,minimal,0.51,0.65,0.93,0.68,average
O00314,black hoodie,shorts,sandals,blue,blue,white,oversized,slim,baggy,business,0.38,0.48,0.88,0.56,average
O00315,navy blazer,skirt,oxfords,black,gray,gray,tailored,regular,tailored,business,0.39,0.82,0.52,0.56,average
O00316,black hoodie,shorts,heels,gray,red,black,baggy,oversized,regular,minimal,0.77,0.9,0.87,0.84,good
O00317,navy blazer,shorts,oxfords,gray,black,beige,oversized,tailored,oversized,minimal,0.51,0.86,0.73,0.68,average
O00318,denim jacket,chinos,sneakers,blue,red,beige,oversized,tailored,slim,business,0.88,0.48,0.53,0.66,average
O00319,denim jacket,jeans,heels,gray,beige,blue,oversized,tailored,oversized,minimal,0.43,0.54,0.62,0.52,bad
O00320,graphic tee,cargo pants,heels,navy,black,beige,baggy,slim,slim,sport,0.82,0.63,0.87,0.78,good
O00321,linen shirt,jeans,oxfords,navy,green,gray,regular,oversized,tailored,sport,0.89,0.73,0.51,0.73,good
O00322,linen shirt,trousers,oxfords,white,red,brown,oversized,slim,regular,sport,0.65,0.55,0.56,0.59,average
O00323,graphic tee,chinos,sneakers,red,green,white,oversized,slim,slim,minimal,0.64,0.7,0.79,0.7,average
O00324,tank top,cargo pants,sandals,beige,brown,brown,tailored,slim,slim,streetwear,0.44,0.78,0.43,0.54,bad
O00325,graphic tee,shorts,loafers,gray,black,white,baggy,tailored,slim,minimal,0.52,0.82,0.91,0.73,good
O00326,black hoodie,chinos,sneakers,black,blue,gray,regular,tailored,regular,business,0.89,0.76,0.87,0.85,good
O00327,graphic tee,track pants,loafers,white,gray,green,oversized,regular,baggy,minimal,0.88,0.82,0.61,0.78,good
O00328,black hoodie,skirt,loafers,black,brown,white,slim,regular,oversized,business,0.58,0.69,0.66,0.64,average
O00329,sweater,track pants,loafers,blue,brown,black,baggy,regular,oversized,sport,0.9,0.86,0.43,0.75,good
O00330,navy blazer,shorts,loafers,black,red,navy,regular,regular,tailored,sport,0.84,0.75,0.93,0.84,good
O00331,turtleneck,cargo pants,loafers,beige,black,green,slim,oversized,oversized,sport,0.75,0.92,0.81,0.82,good
O00332,turtleneck,trousers,boots,white,beige,white,slim,baggy,slim,streetwear,0.89,0.68,0.52,0.72,average
O00333,tank top,cargo pants,heels,beige,white,white,slim,tailored,oversized,casual,0.35,0.55,0.75,0.53,bad
O00334,sweater,shorts,oxfords,black,white,blue,baggy,oversized,oversized,business,0.69,0.4,0.85,0.65,average
O00335,navy blazer,trousers,sneakers,blue,blue,black,slim,oversized,oversized,business,0.76,0.84,0.67,0.76,good
O00336,tank top,skirt,loafers,green,blue,black,tailored,oversized,oversized,casual,0.5,0.58,0.4,0.49,bad
O00337,white tee,jeans,heels,gray,white,white,oversized,baggy,regular,sport,0.58,0.94,0.65,0.71,average
O00338,denim jacket,track pants,sandals,beige,beige,brown,oversized,slim,slim,minimal,0.58,0.69,0.67,0.64,average
O00339,flannel,skirt,oxfords,navy,gray,white,oversized,oversized,slim,sport,0.33,0.9,0.6,0.58,average
O00340,turtleneck,chinos,oxfords,black,blue,black,oversized,tailored,slim,casual,0.61,0.62,0.64,0.62,average
O00341,denim jacket,chinos,oxfords,gray,navy,red,regular,regular,oversized,minimal,0.41,0.72,0.83,0.63,average
O00342,navy blazer,skirt,heels,blue,red,green,oversized,oversized,baggy,streetwear,0.4,0.95,0.9,0.72,average
O00343,turtleneck,cargo pants,oxfords,black,navy,red,tailored,tailored,tailored,business,0.68,0.59,0.7,0.66,average
O00344,flannel,track pants,boots,blue,black,green,oversized,tailored,slim,business,0.6,0.8,0.84,0.73,good
O00345,graphic tee,shorts,heels,beige,navy,blue,tailored,baggy,slim,minimal,0.37,0.58,0.4,0.44,bad
O00346,flannel,trousers,loafers,gray,navy,red,oversized,slim,regular,casual,0.64,0.58,0.83,0.68,average
O00347,polo,track pants,loafers,green,red,navy,oversized,oversized,slim,casual,0.44,0.44,0.95,0.59,average
O00348,black hoodie,shorts,sneakers,beige,brown,black,oversized,tailored,baggy,minimal,0.79,0.61,0.4,0.62,average
O00349,navy blazer,trousers,heels,beige,white,beige,slim,tailored,tailored,streetwear,0.39,0.81,0.71,0.61,average
O00350,tank top,jeans,sneakers,gray,white,gray,tailored,baggy,tailored,minimal,0.63,0.43,0.94,0.66,average
O00351,navy blazer,jeans,sandals,blue,red,white,baggy,slim,slim,sport,0.54,0.95,0.9,0.77,good
O00352,graphic tee,cargo pants,sneakers,black,green,navy,oversized,regular,regular,minimal,0.35,0.41,0.64,0.45,bad
O00353,black hoodie,shorts,loafers,green,red,black,slim,tailored,slim,sport,0.48,0.92,0.53,0.63,average
O00354,denim jacket,shorts,boots,white,white,green,slim,tailored,regular,sport,0.6,0.41,0.48,0.51,bad
O00355,flannel,jeans,sandals,gray,black,blue,regular,oversized,tailored,business,0.44,0.59,0.92,0.63,average
O00356,linen shirt,track pants,sneakers,black,gray,green,regular,slim,slim,business,0.56,0.74,0.86,0.7,average
O00357,linen shirt,cargo pants,sneakers,green,red,green,baggy,tailored,regular,casual,0.32,0.8,0.52,0.52,bad
O00358,linen shirt,shorts,boots,brown,brown,green,oversized,oversized,regular,streetwear,0.32,0.56,0.51,0.45,bad
O00359,turtleneck,cargo pants,oxfords,gray,gray,green,tailored,oversized,tailored,casual,0.67,0.4,0.95,0.67,average
O00360,denim jacket,cargo pants,boots,brown,red,brown,slim,oversized,tailored,business,0.31,0.48,0.51,0.42,bad
O00361,tank top,skirt,boots,blue,beige,white,oversized,slim,tailored,streetwear,0.58,0.54,0.78,0.63,average
O00362,turtleneck,trousers,boots,beige,brown,white,tailored,baggy,baggy,streetwear,0.33,0.42,0.68,0.46,bad
O00363,graphic tee,shorts,oxfords,navy,black,white,tailored,baggy,baggy,casual,0.77,0.46,0.71,0.66,average
O00364,graphic tee,cargo pants,boots,brown,black,green,slim,oversized,oversized,streetwear,0.58,0.83,0.63,0.67,average
O00365,linen shirt,chinos,heels,gray,navy,navy,oversized,slim,slim,streetwear,0.71,0.52,0.65,0.64,average
O00366,polo,track pants,sandals,red,beige,beige,oversized,tailored,slim,minimal,0.49,0.52,0.62,0.54,bad
O00367,linen shirt,trousers,sneakers,white,brown,navy,baggy,baggy,baggy,business,0.44,0.6,0.52,0.51,bad
O00368,denim jacket,skirt,loafers,white,black,black,baggy,oversized,regular,business,0.77,0.43,0.52,0.59,average
O00369,sweater,cargo pants,sandals,blue,black,blue,baggy,regular,tailored,business,0.6,0.54,0.68,0.61,average
O00370,black hoodie,trousers,oxfords,gray,beige,white,tailored,regular,oversized,business,0.94,0.66,0.79,0.81,good
O00371,flannel,jeans,sneakers,white,gray,black,oversized,baggy,regular,minimal,0.56,0.65,0.52,0.58,average
O00372,denim jacket,jeans,sneakers,brown,green,black,tailored,baggy,baggy,casual,0.77,0.58,0.89,0.75,good
O00373,polo,track pants,sneakers,gray,brown,brown,slim,slim,slim,business,0.31,0.5,0.48,0.42,bad
O00374,white tee,trousers,heels,beige,red,green,tailored,slim,slim,streetwear,0.94,0.73,0.42,0.72,average
O00375,flannel,skirt,oxfords,white,beige,gray,oversized,tailored,baggy,minimal,0.77,0.83,0.47,0.7,average
O00376,turtleneck,skirt,loafers,red,green,beige,baggy,regular,oversized,streetwear,0.38,0.8,0.67,0.59,average
O00377,tank top,jeans,loafers,black,navy,beige,regular,tailored,slim,casual,0.67,0.82,0.42,0.64,average
O00378,flannel,shorts,oxfords,red,green,gray,tailored,tailored,baggy,minimal,0.67,0.44,0.43,0.53,bad
O00379,sweater,track pants,sandals,gray,green,beige,oversized,oversized,slim,streetwear,0.42,0.6,0.84,0.6,average
O00380,denim jacket,shorts,heels,blue,red,beige,slim,slim,slim,streetwear,0.33,0.79,0.66,0.57,average
O00381,black hoodie,jeans,heels,black,black,white,oversized,oversized,oversized,business,0.36,0.91,0.99,0.71,average
O00382,flannel,shorts,heels,brown,green,red,regular,oversized,oversized,casual,0.85,0.47,0.63,0.67,average
O00383,denim jacket,chinos,heels,brown,blue,red,oversized,oversized,regular,casual,0.48,0.84,0.91,0.72,average
O00384,black hoodie,trousers,oxfords,gray,black,white,oversized,regular,baggy,streetwear,0.7,0.67,0.76,0.71,average
O00385,linen shirt,shorts,boots,white,white,gray,baggy,baggy,regular,minimal,0.57,0.53,0.46,0.53,bad
O00386,denim jacket,chinos,heels,black,gray,navy,oversized,baggy,regular,business,0.54,0.64,0.77,0.64,average
O00387,sweater,skirt,sandals,navy,white,blue,oversized,slim,regular,casual,0.57,0.51,0.45,0.52,bad
O00388,white tee,shorts,loafers,black,black,white,slim,baggy,slim,minimal,0.76,0.54,0.81,0.71,average
O00389,polo,jeans,oxfords,red,blue,gray,baggy,baggy,slim,business,0.79,0.76,0.43,0.67,average
O00390,denim jacket,jeans,boots,red,white,black,tailored,regular,tailored,minimal,0.8,0.74,0.42,0.67,average
O00391,white tee,shorts,loafers,red,blue,blue,regular,tailored,slim,business,0.59,0.42,0.63,0.55,bad
O00392,polo,jeans,oxfords,black,black,red,slim,slim,oversized,casual,0.69,0.66,0.41,0.6,average
O00393,sweater,trousers,loafers,black,red,black,oversized,slim,baggy,casual,0.76,0.6,0.78,0.72,average
O00394,black hoodie,skirt,sandals,white,red,white,tailored,regular,slim,sport,0.7,0.93,0.57,0.73,good
O00395,tank top,shorts,boots,red,red,white,baggy,baggy,regular,sport,0.87,0.73,0.78,0.8,good
O00396,denim jacket,skirt,heels,blue,navy,blue,baggy,oversized,tailored,streetwear,0.87,0.66,0.43,0.68,average
O00397,navy blazer,cargo pants,loafers,navy,navy,black,regular,slim,slim,streetwear,0.65,0.61,0.83,0.69,average
O00398,tank top,track pants,sneakers,brown,brown,white,regular,regular,tailored,casual,0.46,0.57,0.6,0.53,bad
O00399,tank top,chinos,boots,white,gray,black,baggy,baggy,oversized,minimal,0.32,0.66,0.79,0.56,average
O00400,sweater,chinos,boots,black,blue,green,tailored,regular,baggy,minimal,0.86,0.67,0.59,0.72,average
O00401,sweater,trousers,sandals,white,white,navy,slim,oversized,oversized,casual,0.48,0.56,0.65,0.55,bad
O00402,denim jacket,chinos,sneakers,white,black,green,baggy,tailored,baggy,minimal,0.39,0.42,0.72,0.5,bad
O00403,navy blazer,trousers,heels,gray,red,gray,baggy,regular,tailored,streetwear,0.94,0.65,0.94,0.85,good
O00404,polo,chinos,oxfords,black,beige,brown,tailored,oversized,regular,sport,0.86,0.52,0.62,0.69,average
O00405,tank top,shorts,boots,beige,white,white,slim,baggy,regular,casual,0.62,0.72,0.43,0.59,average
O00406,navy blazer,cargo pants,sandals,black,navy,white,baggy,oversized,baggy,sport,0.92,0.41,0.69,0.7,average
O00407,sweater,cargo pants,loafers,navy,navy,navy,slim,tailored,regular,casual,0.73,0.5,0.73,0.66,average
O00408,black hoodie,jeans,sandals,navy,brown,brown,tailored,oversized,oversized,minimal,0.38,0.78,0.57,0.56,average
O00409,polo,chinos,boots,gray,green,beige,baggy,tailored,tailored,casual,0.91,0.46,0.46,0.64,average
O00410,black hoodie,cargo pants,sneakers,green,brown,navy,slim,regular,slim,sport,0.39,0.81,0.43,0.53,bad
O00411,navy blazer,trousers,sandals,beige,gray,black,regular,regular,baggy,sport,0.72,0.79,0.54,0.69,average
O00412,turtleneck,trousers,heels,blue,red,red,regular,tailored,slim,streetwear,0.7,0.57,0.67,0.65,average
O00413,graphic tee,trousers,sandals,black,red,white,tailored,baggy,slim,casual,0.51,0.78,0.72,0.65,average
O00414,flannel,track pants,heels,blue,navy,brown,slim,regular,baggy,sport,0.44,0.59,0.82,0.6,average
O00415,sweater,track pants,loafers,red,navy,brown,oversized,baggy,tailored,minimal,0.94,0.72,0.41,0.71,average
O00416,turtleneck,chinos,heels,gray,white,blue,slim,tailored,regular,business,0.68,0.94,0.64,0.75,good
O00417,turtleneck,chinos,sandals,red,brown,red,regular,baggy,baggy,business,0.31,0.73,0.71,0.56,average
O00418,turtleneck,cargo pants,heels,beige,gray,green,oversized,slim,oversized,sport,0.73,0.47,0.51,0.59,average
O00419,tank top,chinos,loafers,red,green,green,tailored,slim,oversized,streetwear,0.58,0.44,0.62,0.55,bad
