outfit_id,season,occasion,brand_coherence,season_fit,style_score,color_score,fit_score,style_consistency,formality_match,occasion_fit,contrast_score,clash_penalty,harmony_type,proportion_score,silhouette_balance,fit_quality,final_score,label,source_label
"O00178","all-season","office",0.88,0.85,0.69,0.85,0.87,0.62,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.79,"good","average"
"O00179","all-season","weekend",1,0.85,0.65,0.93,0.84,0.68,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O00180","summer","casual",1,0.8,0.35,1,0.84,0.2,0.28,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00181","autumn","casual",1,0.95,0.53,0.85,0.84,0.36,0.75,0.88,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","bad"
"O00182","all-season","gym",0.88,0.85,0.56,0.84,0.87,0.62,0.75,0.25,0.75,0,"mixed_harmonious",0.8,0.9,0.89,0.74,"good","average"
"O00183","all-season","casual",0.88,0.85,0.35,0.85,0.84,0.08,0.5,0.88,0.7,0,"monochromatic",0.8,0.9,0.79,0.34,"bad","average"
"O00184","summer","date",0.88,0.95,0.38,0.92,0.84,0.33,0.28,0.9,0.84,0,"complementary",0.8,0.9,0.79,0.68,"average","good"
"O00185","all-season","casual",0.88,0.85,0.58,0.91,0.84,0.68,0.5,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.76,"good","average"
"O00186","spring","casual",0.88,0.95,0.65,0.94,0.84,0.53,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O00187","winter","casual",1,0.6,0.62,0.92,0.84,0.53,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","good"
"O00188","summer","gym",0.88,0.95,0.48,0.98,0.84,0.52,0.18,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O00189","all-season","date",0.88,0.85,0.39,0.93,0.84,0.09,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00190","summer","gym",0.88,0.95,0.73,0.93,0.84,0.68,0.75,0.92,0.89,0,"analogous",0.8,0.9,0.8,0.82,"good","average"
"O00191","all-season","casual",0.88,0.85,0.41,0.85,0.87,0.2,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.42,"average","bad"
"O00192","all-season","date",0.88,0.85,0.64,0.7,0.87,0.54,0.75,0.9,0.48,0,"complementary",0.8,0.9,0.89,0.73,"good","average"
"O00193","spring","casual",1,0.95,0.62,1,0.84,0.44,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","bad"
"O00194","winter","gym",1,0.95,0.67,0.85,0.84,0.68,0.5,0.92,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","average"
"O00195","all-season","casual",0.88,0.85,0.62,0.85,0.87,0.5,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.76,"good","good"
"O00196","autumn","casual",1,0.95,0.55,1,0.84,0.41,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O00197","all-season","gym",0.62,0.85,0.66,0.85,0.84,0.63,1,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00198","summer","date",0.88,0.95,0.36,0.98,0.84,0.23,0.28,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O00199","all-season","casual",0.88,0.85,0.62,0.7,0.87,0.5,0.75,0.88,0.48,0,"complementary",0.8,0.9,0.89,0.72,"good","good"
"O00200","summer","gym",1,1,0.44,0.85,0.84,0.29,0.75,0.55,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.68,"average","average"
"O00201","all-season","casual",1,0.85,0.57,0.93,0.84,0.38,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O00202","all-season","office",0.88,0.85,0.63,0.93,0.87,0.5,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.79,"good","average"
"O00203","autumn","date",1,0.95,0.12,0.92,0.84,0.07,0.09,0.32,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O00204","autumn","office",1,0.95,0.67,0.85,0.84,0.53,0.75,0.93,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","average"
"O00205","all-season","gym",0.88,0.85,0.37,0.93,0.84,0.18,0.5,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00206","autumn","casual",1,0.95,0.55,0.92,0.84,0.41,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","good"
"O00207","spring","date",1,0.8,0.27,0.92,0.84,0.07,0.28,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O00208","summer","event",1,0.88,0.4,0.94,0.84,0.24,0.75,0.3,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00209","summer","date",1,0.95,0.52,0.98,0.84,0.33,0.75,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","bad"
"O00210","all-season","casual",0.88,0.85,0.6,0.93,0.84,0.46,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.77,"good","good"
"O00211","summer","gym",0.88,1,0.41,0.91,0.84,0.24,0.5,0.92,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O00212","winter","casual",1,0.95,0.56,1,0.84,0.32,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O00213","spring","date",1,0.95,0.61,0.94,0.84,0.42,0.75,0.9,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","bad"
"O00214","autumn","gym",1,0.95,0.59,0.92,0.84,0.53,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","bad"
"O00215","all-season","travel",0.88,0.85,0.42,0.93,0.84,0.16,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00216","all-season","travel",0.88,0.85,0.71,0.91,0.84,0.68,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.81,"good","bad"
"O00217","all-season","travel",0.88,0.85,0.54,0.85,0.84,0.48,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.72,"good","bad"
"O00218","summer","casual",1,0.8,0.54,0.98,0.84,0.42,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.76,"good","good"
"O00219","summer","date",1,0.95,0.52,1,0.84,0.33,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O00220","spring","weekend",1,0.95,0.61,0.98,0.84,0.42,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","average"
"O00221","all-season","office",0.88,0.85,0.5,0.85,0.84,0.31,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.71,"good","good"
"O00222","all-season","gym",1,0.85,0.62,0.84,0.84,0.46,0.75,0.92,0.75,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","good"
"O00223","all-season","gym",0.88,0.85,0.48,0.84,0.87,0.46,0.75,0.25,0.75,0,"mixed_harmonious",0.8,0.9,0.89,0.71,"good","good"
"O00224","summer","date",0.88,0.95,0.4,0.92,0.84,0.3,0.28,0.9,0.84,0,"complementary",0.8,0.9,0.8,0.69,"average","average"
"O00225","all-season","gym",0.88,0.85,0.52,0.93,0.87,0.54,0.75,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.75,"good","average"
"O00226","winter","date",1,0.95,0.56,1,0.84,0.42,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O00227","autumn","casual",0.62,0.95,0.61,0.92,0.84,0.53,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00228","summer","travel",1,0.95,0.52,1,0.84,0.19,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00229","autumn","casual",1,0.95,0.17,0.92,0.84,0.07,0.09,0.62,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O00230","summer","casual",0.62,0.95,0.38,0.92,0.84,0.23,0.41,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00231","winter","casual",1,0.95,0.51,0.98,0.84,0.32,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.75,"good","average"
"O00232","all-season","office",0.88,0.85,0.52,0.85,0.84,0.48,0.5,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.72,"good","average"
"O00233","all-season","gym",1,0.85,0.51,0.93,0.84,0.38,0.75,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O00234","all-season","casual",0.88,0.85,0.33,0.93,0.87,0.4,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O00235","summer","casual",1,1,0.48,1,0.84,0.16,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00236","autumn","date",1,0.95,0.61,0.77,0.84,0.42,0.75,0.9,0.54,0,"complementary",0.8,0.9,0.8,0.73,"good","good"
"O00237","all-season","date",0.88,0.85,0.32,0.93,0.84,0.07,0.5,0.9,0.88,0,"monochromatic",0.8,0.9,0.79,0.34,"bad","average"
"O00238","summer","gym",0.88,0.95,0.18,0.93,0.84,0.09,0.09,0.55,0.89,0,"analogous",0.8,0.9,0.8,0.34,"bad","bad"
"O00239","spring","gym",1,0.95,0.72,0.94,0.84,0.63,1,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.82,"good","average"
"O00240","summer","casual",1,0.8,0.54,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","bad"
"O00241","spring","casual",0.88,0.95,0.76,1,0.84,0.62,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","bad"
"O00242","autumn","office",1,0.95,0.79,0.92,0.84,0.63,1,0.93,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.84,"good","average"
"O00243","all-season","casual",0.88,0.85,0.43,0.93,0.87,0.11,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O00244","summer","gym",0.88,0.95,0.15,0.95,0.84,0.07,0.09,0.55,0.82,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","good"
"O00245","all-season","gym",0.88,0.85,0.15,0.93,0.84,0.06,0.09,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00246","autumn","date",1,0.95,0.61,0.98,0.84,0.43,0.75,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","bad"
"O00247","all-season","date",0.88,0.85,0.39,0.85,0.84,0.09,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O00248","summer","casual",1,0.45,0.32,0.64,0.84,0.17,0.41,0.88,0.49,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00249","spring","casual",0.88,0.95,0.69,0.98,0.84,0.62,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.82,"good","average"
"O00250","all-season","casual",0.88,0.85,0.54,0.92,0.84,0.48,0.5,0.88,0.87,0,"analogous",0.8,0.9,0.79,0.74,"good","average"
"O00251","all-season","travel",0.88,0.85,0.53,0.93,0.84,0.41,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O00252","summer","office",0.62,0.95,0.23,1,0.87,0.09,0.18,0.78,0.92,0,"monochromatic",0.8,0.9,0.89,0.4,"average","good"
"O00253","all-season","casual",0.88,0.85,0.48,0.93,0.84,0.21,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00254","summer","date",1,0.95,0.29,0.92,0.84,0.12,0.28,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00255","autumn","casual",1,0.95,0.61,0.92,0.84,0.42,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00256","all-season","office",0.88,0.85,0.58,0.93,0.87,0.54,0.5,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.77,"good","good"
"O00257","summer","gym",1,0.53,0.53,1,0.84,0.48,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O00258","autumn","office",1,0.95,0.67,0.94,0.84,0.53,0.75,0.93,0.9,0,"monochromatic",0.8,0.9,0.8,0.8,"good","good"
"O00259","summer","office",1,0.88,0.49,1,0.84,0.24,0.75,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00260","spring","gym",1,0.95,0.71,0.94,0.84,0.62,1,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.82,"good","good"
"O00261","all-season","travel",0.88,0.85,0.32,0.85,0.84,0.07,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.34,"bad","average"
"O00262","summer","travel",0.88,0.95,0.26,0.98,0.84,0.07,0.28,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.79,0.4,"average","average"
"O00263","spring","casual",0.62,0.95,0.16,1,0.84,0.07,0.09,0.62,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","good"
"O00264","all-season","office",1,0.85,0.75,0.91,0.84,0.63,1,0.78,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.83,"good","average"
"O00265","autumn","casual",1,0.95,0.19,1,0.84,0.09,0.09,0.62,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00266","summer","office",0.88,1,0.5,1,0.84,0.24,1,0.45,0.92,0,"monochromatic",0.8,0.9,0.79,0.42,"average","good"
"O00267","all-season","casual",0.88,0.85,0.6,0.85,0.87,0.46,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.76,"good","average"
"O00268","all-season","gym",0.88,0.85,0.48,0.93,0.87,0.46,0.75,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.73,"good","good"
"O00269","all-season","office",0.88,0.85,0.12,0.78,0.84,0.09,0.09,0.28,0.63,0,"mixed_harmonious",0.8,0.9,0.79,0.4,"average","average"
"O00270","all-season","office",0.88,0.85,0.48,0.84,0.84,0.18,0.75,0.93,0.75,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00271","all-season","gym",0.88,0.85,0.37,0.93,0.87,0.37,0.5,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.69,"average","good"
"O00272","all-season","casual",0.88,0.85,0.57,0.93,0.84,0.24,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O00273","autumn","travel",1,0.6,0.5,0.92,0.84,0.28,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O00274","spring","date",0.88,0.95,0.6,0.77,0.84,0.43,0.75,0.9,0.54,0,"complementary",0.8,0.9,0.8,0.72,"good","average"
"O00275","autumn","office",1,0.95,0.59,0.85,0.84,0.42,0.75,0.78,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00276","spring","date",1,0.95,0.57,0.91,0.84,0.42,0.75,0.68,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O00277","all-season","casual",0.88,0.85,0.49,0.85,0.84,0.31,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","average"
"O00278","spring","travel",1,0.95,0.55,0.92,0.84,0.41,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O00279","spring","office",1,0.95,0.79,0.92,0.84,0.63,1,0.93,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.84,"good","average"
"O00280","all-season","office",0.88,0.85,0.29,0.92,0.84,0.18,0.28,0.78,0.87,0,"analogous",0.8,0.9,0.79,0.42,"average","average"
"O00281","spring","office",1,0.95,0.62,1,0.84,0.43,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O00282","all-season","office",0.88,0.85,0.54,0.91,0.84,0.32,0.75,0.93,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.74,"good","average"
"O00283","all-season","office",0.88,0.85,0.28,0.93,0.84,0.24,0.5,0.28,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00284","summer","gym",1,0.8,0.2,0.91,0.84,0.07,0.28,0.55,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O00285","all-season","gym",0.88,0.85,0.45,0.85,0.84,0.28,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.69,"average","average"
"O00286","all-season","travel",0.88,0.85,0.65,0.93,0.84,0.62,0.75,0.72,0.88,0,"monochromatic",0.8,0.9,0.8,0.79,"good","good"
"O00287","summer","date",1,0.95,0.29,0.92,0.84,0.12,0.28,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O00288","all-season","date",0.88,0.85,0.44,0.93,0.87,0.1,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","good"
"O00289","summer","casual",0.88,1,0.58,0.91,0.84,0.24,1,0.88,0.79,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","average"
"O00290","spring","casual",1,0.95,0.55,0.92,0.84,0.46,0.5,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","bad"
"O00291","all-season","casual",0.88,0.85,0.5,0.91,0.84,0.26,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O00292","all-season","gym",0.88,0.85,0.48,0.71,0.84,0.34,0.75,0.55,0.5,0,"complementary",0.8,0.9,0.8,0.66,"average","average"
"O00293","autumn","travel",1,0.95,0.63,0.98,0.84,0.53,0.75,0.72,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.8,"good","average"
"O00294","winter","date",1,0.95,0.61,0.85,0.84,0.42,0.75,0.9,0.7,0,"monochromatic",0.8,0.9,0.8,0.75,"good","good"
"O00295","autumn","casual",1,0.95,0.53,1,0.84,0.36,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O00296","spring","date",0.62,0.95,0.38,0.98,0.84,0.09,0.75,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","bad"
"O00297","all-season","casual",1,0.85,0.59,0.91,0.84,0.26,1,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.42,"average","bad"
"O00298","summer","weekend",0.88,0.95,0.53,0.85,0.84,0.38,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O00299","autumn","gym",1,0.6,0.65,0.92,0.84,0.74,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","average"
"O00300","all-season","office",1,0.85,0.81,0.93,0.84,0.7,1,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.86,"good","average"
"O00301","winter","casual",1,0.95,0.51,0.98,0.84,0.32,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.75,"good","average"
"O00302","autumn","casual",1,0.6,0.38,0.92,0.84,0.24,0.5,0.88,0.84,0,"complementary",0.8,0.9,0.8,0.42,"average","good"
"O00303","autumn","casual",1,0.95,0.53,0.92,0.84,0.36,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00304","all-season","gym",0.62,0.85,0.48,0.72,0.87,0.5,0.75,0.25,0.49,0,"mixed_harmonious",0.8,0.9,0.89,0.67,"average","average"
"O00305","summer","gym",0.88,1,0.52,0.73,0.84,0.24,0.75,0.92,0.56,0,"triadic",0.8,0.9,0.8,0.42,"average","bad"
"O00306","summer","travel",1,0.95,0.59,0.85,0.84,0.38,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00307","autumn","office",1,0.6,0.7,0.77,0.84,0.74,0.75,0.78,0.54,0,"complementary",0.8,0.9,0.8,0.76,"good","average"
"O00308","all-season","travel",0.88,0.85,0.64,0.85,0.84,0.55,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","average"
"O00309","all-season","office",0.88,0.85,0.4,0.85,0.84,0.09,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O00310","spring","office",1,0.95,0.52,1,0.84,0.23,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00311","autumn","gym",1,0.6,0.65,0.92,0.84,0.74,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","average"
"O00312","summer","office",1,0.95,0.6,0.93,0.84,0.38,0.75,0.93,0.89,0,"analogous",0.8,0.9,0.8,0.77,"good","good"
"O00313","autumn","casual",1,0.6,0.38,0.98,0.84,0.24,0.5,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.42,"average","average"
"O00314","summer","office",0.88,1,0.5,1,0.84,0.24,1,0.45,0.92,0,"monochromatic",0.8,0.9,0.79,0.42,"average","average"
"O00315","all-season","office",0.62,0.85,0.62,0.91,0.87,0.54,0.75,0.93,0.86,0,"neutral_dominant",0.8,0.9,0.89,0.78,"good","average"
"O00316","summer","date",0.88,0.95,0.38,0.94,0.84,0.33,0.28,0.9,0.9,0,"monochromatic",0.8,0.9,0.79,0.69,"average","good"
"O00317","summer","casual",0.88,0.95,0.27,0.98,0.87,0.09,0.18,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.89,0.4,"average","average"
"O00318","spring","office",1,0.95,0.54,0.92,0.84,0.36,0.75,0.93,0.84,0,"complementary",0.8,0.9,0.8,0.74,"good","average"
"O00319","spring","date",1,0.95,0.61,1,0.84,0.43,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","bad"
"O00320","all-season","date",0.88,0.85,0.51,0.93,0.84,0.26,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O00321","summer","gym",1,0.95,0.44,0.92,0.84,0.3,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","good"
"O00322","summer","gym",1,0.95,0.46,0.85,0.84,0.33,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.69,"average","average"
"O00323","all-season","casual",0.88,0.85,0.49,0.85,0.84,0.32,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","average"
"O00324","summer","gym",0.88,1,0.39,0.94,0.84,0.2,0.5,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00325","summer","casual",0.88,0.95,0.36,0.98,0.84,0.23,0.28,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.42,"average","good"
"O00326","all-season","office",0.62,0.85,0.54,0.93,0.84,0.42,0.75,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.75,"good","good"
"O00327","all-season","casual",0.88,0.85,0.21,0.93,0.84,0.18,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O00328","all-season","office",0.88,0.85,0.33,0.93,0.84,0.09,0.5,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O00329","autumn","gym",1,0.95,0.18,0.92,0.84,0.09,0.09,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O00330","summer","gym",0.88,0.95,0.29,0.91,0.87,0.4,0.18,0.25,0.79,0,"mixed_harmonious",0.8,0.9,0.89,0.4,"average","good"
"O00331","winter","travel",1,0.95,0.56,1,0.84,0.32,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O00332","winter","weekend",1,0.95,0.67,0.98,0.84,0.41,1,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.81,"good","average"
"O00333","summer","gym",0.88,0.95,0.12,0.98,0.84,0.09,0.09,0.25,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.34,"bad","bad"
"O00334","summer","office",1,0.8,0.24,1,0.84,0.07,0.28,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00335","all-season","office",0.88,0.85,0.51,0.93,0.87,0.39,0.5,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","good"
"O00336","summer","gym",0.88,0.95,0.18,0.92,0.84,0.09,0.09,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O00337","all-season","date",0.88,0.85,0.55,0.91,0.84,0.34,0.75,0.9,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","average"
"O00338","spring","casual",1,0.95,0.41,1,0.84,0.24,0.5,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00339","autumn","gym",1,0.95,0.55,1,0.84,0.43,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O00340","winter","casual",0.88,0.95,0.59,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O00341","spring","casual",1,0.95,0.61,0.91,0.84,0.42,0.75,0.88,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00342","all-season","date",0.88,0.85,0.64,0.7,0.87,0.54,0.75,0.9,0.48,0,"complementary",0.8,0.9,0.89,0.73,"good","average"
"O00343","winter","office",1,0.95,0.45,0.91,0.84,0.09,0.75,0.93,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O00344","autumn","office",1,0.95,0.43,0.92,0.84,0.46,0.5,0.28,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","good"
"O00345","summer","date",0.88,0.95,0.36,1,0.84,0.23,0.28,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","bad"
"O00346","autumn","casual",1,0.95,0.7,0.91,0.84,0.62,0.75,0.88,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.81,"good","average"
"O00347","all-season","casual",1,0.85,0.38,0.72,0.84,0.48,0.09,0.62,0.54,0,"triadic",0.8,0.9,0.8,0.4,"average","average"
"O00348","summer","casual",0.88,0.95,0.7,1,0.84,0.5,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.79,0.83,"good","average"
"O00349","all-season","date",0.88,0.85,0.62,0.91,0.87,0.5,0.75,0.9,0.86,0,"neutral_dominant",0.8,0.9,0.89,0.78,"good","average"
"O00350","summer","gym",0.88,0.95,0.58,0.98,0.84,0.52,0.5,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.78,"good","average"
"O00351","all-season","gym",0.62,0.85,0.43,0.85,0.87,0.54,0.5,0.25,0.8,0,"complementary",0.8,0.9,0.89,0.69,"average","good"
"O00352","all-season","casual",0.88,0.85,0.64,0.85,0.84,0.55,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","bad"
"O00353","summer","travel",0.88,0.95,0.26,0.85,0.84,0.07,0.28,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.4,"average","average"
"O00354","spring","gym",1,0.8,0.45,1,0.84,0.46,0.41,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.73,"good","bad"
"O00355","autumn","office",1,0.6,0.7,1,0.84,0.74,0.75,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.83,"good","average"
